"age","work.class","final.weight","education","years.school","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","income","income.g50"
44," Self-emp-inc",56651," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," United-States"," >50K",1
20," Private",115057," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
44," Private",198282," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," United-States"," >50K",1
44," Private",116358," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",40," United-States"," >50K",1
56," Private",282023," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K",0
49," Self-emp-inc",213140," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," United-States"," >50K",1
39," Private",262841," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
26," Private",366900," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K",0
52," Local-gov",194788," Masters",14," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",60," United-States"," >50K",1
40," Private",299813," 11th",7," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",37," Dominican-Republic"," <=50K",0
50," Self-emp-inc",293196," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
56," Private",175127," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
40," Private",170230," Bachelors",13," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Female",40," ?"," <=50K",0
59," Private",138370," 10th",6," Married-spouse-absent"," Protective-serv"," Not-in-family"," Asian-Pac-Islander"," Male",40," India"," <=50K",0
25," Private",37379," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",50," United-States"," <=50K",0
21," Private",342575," Some-college",10," Never-married"," Sales"," Own-child"," Black"," Female",30," United-States"," <=50K",0
30," Federal-gov",54684," Prof-school",15," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",55," ?"," <=50K",0
37," Self-emp-not-inc",154641," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",86," United-States"," <=50K",0
38," Private",305597," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," White"," Male",40," United-States"," <=50K",0
50," Self-emp-not-inc",127151," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",40," Canada"," >50K",1
39," Private",273362," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
21," Private",109869," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",30," United-States"," <=50K",0
54," Self-emp-not-inc",91506," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",65," United-States"," <=50K",0
20," Private",284317," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",35," United-States"," <=50K",0
54," Self-emp-not-inc",242606," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," >50K",1
37," Private",167777," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",52," United-States"," <=50K",0
25," Private",353795," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",40," United-States"," >50K",1
43," Private",266439," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
46," Self-emp-not-inc",233974," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",35," United-States"," <=50K",0
42," Private",201495," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
45," Private",362883," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
37," Private",103986," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",39," United-States"," >50K",1
24," Private",52262," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
25," Private",363707," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
30," Private",378723," Some-college",10," Divorced"," Adm-clerical"," Own-child"," White"," Female",55," United-States"," <=50K",0
47," Private",250170," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",40," United-States"," >50K",1
28," Private",214385," Assoc-voc",11," Never-married"," Exec-managerial"," Own-child"," Black"," Female",40," United-States"," <=50K",0
21," Private",206861," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",20," ?"," <=50K",0
48," Local-gov",189762," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
24," State-gov",133586," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," United-States"," <=50K",0
64," Federal-gov",267546," Assoc-acdm",12," Separated"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," >50K",1
51," Private",312477," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
28," Private",375482," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
19," Private",229745," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",20," United-States"," <=50K",0
55," Private",414994," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
35," Private",239755," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Male",38," United-States"," <=50K",0
45," Private",47314," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," ?"," >50K",1
42," Private",26672," Assoc-voc",11," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",60," United-States"," <=50K",0
20," Private",26842," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
24," Private",121023," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
23," Private",214542," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," United-States"," <=50K",0
17," ?",34088," 12th",8," Never-married"," ?"," Own-child"," White"," Female",25," United-States"," <=50K",0
63," Private",246841," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
35," Local-gov",668319," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",80," United-States"," <=50K",0
66," Private",66008," HS-grad",9," Widowed"," Priv-house-serv"," Not-in-family"," White"," Female",50," England"," <=50K",0
50," Private",313546," HS-grad",9," Separated"," Other-service"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
21," Private",31606," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",25," Germany"," <=50K",0
62," Private",143943," Bachelors",13," Widowed"," Tech-support"," Unmarried"," White"," Female",7," United-States"," <=50K",0
29," Private",178244," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
49," Private",255559," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," >50K",1
26," Private",168403," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
30," Federal-gov",295010," Bachelors",13," Never-married"," Protective-serv"," Not-in-family"," White"," Female",60," United-States"," >50K",1
34," Private",183473," HS-grad",9," Divorced"," Transport-moving"," Own-child"," White"," Female",40," United-States"," <=50K",0
28," Private",120475," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",20," United-States"," <=50K",0
44," Self-emp-not-inc",187164," HS-grad",9," Divorced"," Transport-moving"," Unmarried"," White"," Male",60," United-States"," <=50K",0
43," Private",132393," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," Poland"," <=50K",0
29," Private",241895," HS-grad",9," Married-civ-spouse"," Transport-moving"," Other-relative"," White"," Male",40," United-States"," <=50K",0
42," Private",138662," Some-college",10," Separated"," Adm-clerical"," Own-child"," White"," Female",40," United-States"," <=50K",0
31," Private",183043," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",48," United-States"," >50K",1
38," Private",185330," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Female",25," United-States"," <=50K",0
45," Private",89325," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
21," Private",118693," Some-college",10," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," United-States"," <=50K",0
47," Private",175958," Prof-school",15," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," >50K",1
30," Private",194901," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K",0
52," Self-emp-not-inc",63004," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",40," Philippines"," <=50K",0
42," Self-emp-not-inc",201908," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," >50K",1
38," Private",204527," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K",0
60," Local-gov",195453," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," United-States"," >50K",1
48," Private",54759," HS-grad",9," Divorced"," Prof-specialty"," Unmarried"," White"," Female",38," United-States"," <=50K",0
37," Self-emp-not-inc",255454," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",40," United-States"," <=50K",0
27," Private",153869," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",37," United-States"," <=50K",0
36," Private",150042," Bachelors",13," Divorced"," Prof-specialty"," Own-child"," White"," Female",40," United-States"," <=50K",0
37," Private",289886," Some-college",10," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",30," Vietnam"," <=50K",0
17," Private",127366," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",8," United-States"," <=50K",0
66," Local-gov",362165," Bachelors",13," Widowed"," Prof-specialty"," Not-in-family"," Black"," Female",25," United-States"," <=50K",0
28," Private",88419," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",40," England"," <=50K",0
34," Private",167893," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",64," United-States"," >50K",1
34," Private",112564," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",45," United-States"," <=50K",0
32," Private",193285," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K",0
39," Local-gov",116666," HS-grad",9," Never-married"," Protective-serv"," Own-child"," Amer-Indian-Eskimo"," Male",48," United-States"," <=50K",0
37," Private",38948," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," United-States"," <=50K",0
52," State-gov",216342," Bachelors",13," Widowed"," Exec-managerial"," Unmarried"," White"," Female",55," United-States"," <=50K",0
54," Private",98535," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
42," Self-emp-not-inc",79531," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",55," United-States"," >50K",1
26," Private",240842," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
33," Local-gov",256529," HS-grad",9," Separated"," Other-service"," Own-child"," White"," Female",80," United-States"," <=50K",0
48," Private",199763," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",8," United-States"," <=50K",0
42," Private",151408," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",50," United-States"," >50K",1
31," Private",114691," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",40," United-States"," <=50K",0
32," ?",285131," Assoc-acdm",12," Never-married"," ?"," Unmarried"," White"," Male",20," United-States"," <=50K",0
90," Private",46786," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",15," United-States"," >50K",1
27," Private",57052," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
39," Local-gov",316582," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",55," United-States"," <=50K",0
40," Private",130760," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," United-States"," <=50K",0
47," Private",162302," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",20," United-States"," <=50K",0
29," Private",107458," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
32," Private",123964," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," United-States"," <=50K",0
44," Federal-gov",243636," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
28," Private",190350," 9th",5," Married-civ-spouse"," Protective-serv"," Wife"," Black"," Female",40," United-States"," <=50K",0
21," Private",322931," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",55," United-States"," <=50K",0
28," Local-gov",216481," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
20," Private",33087," Assoc-voc",11," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," United-States"," <=50K",0
58," Private",141807," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," Italy"," <=50K",0
39," Private",30269," Assoc-voc",11," Divorced"," Sales"," Unmarried"," White"," Female",40," United-States"," <=50K",0
33," Private",149220," Assoc-voc",11," Never-married"," Other-service"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
57," Self-emp-inc",101338," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20," United-States"," <=50K",0
50," Self-emp-inc",240374," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
27," Private",224849," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
34," Private",324254," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
37," Private",29145," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
47," Private",183013," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K",0
58," Private",72812," 10th",6," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
37," Private",379522," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," United-States"," >50K",1
29," ?",191935," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
23," Private",221955," 9th",5," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",39," Mexico"," <=50K",0
23," Private",107801," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",25," United-States"," <=50K",0
22," Private",332657," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
42," Private",178134," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",30," United-States"," <=50K",0
34," Private",398988," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
37," Self-emp-not-inc",162834," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," >50K",1
32," Federal-gov",131534," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," Black"," Female",40," United-States"," <=50K",0
37," Private",103925," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",68," United-States"," <=50K",0
32," Private",130057," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," United-States"," >50K",1
37," Local-gov",117760," Assoc-voc",11," Never-married"," Protective-serv"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
22," Private",245524," 12th",8," Never-married"," Other-service"," Not-in-family"," White"," Male",35," United-States"," <=50K",0
23," Self-emp-inc",284651," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Female",43," United-States"," <=50K",0
50," Private",157043," 11th",7," Divorced"," Other-service"," Not-in-family"," Black"," Female",40," United-States"," <=50K",0
41," Private",171234," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",55," United-States"," <=50K",0
26," Private",130931," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",40," United-States"," <=50K",0
18," ?",171748," Some-college",10," Never-married"," ?"," Own-child"," Black"," Female",24," United-States"," <=50K",0
31," Private",161765," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",57," United-States"," <=50K",0
21," Self-emp-not-inc",74538," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Male",25," United-States"," <=50K",0
61," Private",160037," 7th-8th",4," Divorced"," Other-service"," Not-in-family"," White"," Male",35," United-States"," <=50K",0
33," Private",221966," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
28," Private",161538," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",35," United-States"," <=50K",0
48," Self-emp-not-inc",200825," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",30," United-States"," >50K",1
35," Private",341643," Bachelors",13," Never-married"," Other-service"," Other-relative"," White"," Male",50," United-States"," <=50K",0
48," Private",194772," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
33," Private",348416," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
54," Federal-gov",230387," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",35," United-States"," <=50K",0
38," Private",209609," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," >50K",1
32," Private",732102," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
51," Federal-gov",27166," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," <=50K",0
30," Private",181992," Some-college",10," Never-married"," Sales"," Not-in-family"," Black"," Female",35," United-States"," <=50K",0
42," State-gov",367292," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," >50K",1
34," Private",241360," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," ?"," <=50K",0
28," Self-emp-inc",146042," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K",0
38," Self-emp-not-inc",217054," Some-college",10," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
26," Private",247006," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",52," United-States"," <=50K",0
30," Private",154297," 10th",6," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
58," Private",113398," HS-grad",9," Never-married"," Other-service"," Other-relative"," White"," Male",25," United-States"," <=50K",0
34," Private",342709," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
37," Private",166744," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",12," United-States"," <=50K",0
30," Private",289458," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
51," Local-gov",203334," Doctorate",16," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",45," United-States"," >50K",1
32," Local-gov",199539," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," >50K",1
35," Private",108946," HS-grad",9," Divorced"," Tech-support"," Unmarried"," White"," Female",40," United-States"," <=50K",0
53," Private",208321," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",40," United-States"," <=50K",0
34," Private",173524," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K",0
27," Private",236481," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",10," India"," <=50K",0
68," Private",195868," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
43," Private",76460," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
26," Private",53598," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
43," Private",180599," Bachelors",13," Separated"," Exec-managerial"," Unmarried"," White"," Male",40," United-States"," >50K",1
50," Private",109277," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," >50K",1
18," Private",120283," 12th",8," Never-married"," Sales"," Own-child"," White"," Female",24," United-States"," <=50K",0
39," Private",324231," HS-grad",9," Widowed"," Machine-op-inspct"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
50," Private",548361," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",20," United-States"," >50K",1
19," Private",89397," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",40," United-States"," <=50K",0
19," Private",278304," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",15," United-States"," <=50K",0
42," Private",155106," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
25," Private",202091," HS-grad",9," Never-married"," Exec-managerial"," Own-child"," White"," Female",40," United-States"," <=50K",0
32," Private",142675," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
41," Private",208330," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",51," United-States"," <=50K",0
44," Self-emp-inc",229466," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
29," Private",176037," Assoc-voc",11," Divorced"," Tech-support"," Not-in-family"," Black"," Male",40," United-States"," >50K",1
22," Private",59924," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",40," United-States"," <=50K",0
28," Private",174327," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",50," United-States"," <=50K",0
86," Private",149912," Masters",14," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
49," Private",168211," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
49," Self-emp-not-inc",263568," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," United-States"," >50K",1
23," Private",127768," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
47," Private",140664," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
25," Private",218667," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
29," State-gov",183285," Some-college",10," Never-married"," Protective-serv"," Not-in-family"," White"," Male",36," United-States"," <=50K",0
43," Private",233130," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",20," United-States"," <=50K",0
36," Self-emp-not-inc",186035," Prof-school",15," Married-civ-spouse"," Sales"," Husband"," White"," Male",30," United-States"," >50K",1
27," Private",332187," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",65," United-States"," <=50K",0
80," Private",86111," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",30," United-States"," <=50K",0
19," Private",495982," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",10," United-States"," <=50K",0
62," Self-emp-not-inc",136684," HS-grad",9," Widowed"," Adm-clerical"," Other-relative"," White"," Female",30," United-States"," <=50K",0
25," Private",132749," 11th",7," Divorced"," Other-service"," Unmarried"," White"," Female",12," United-States"," <=50K",0
45," Private",289468," 11th",7," Widowed"," Other-service"," Unmarried"," White"," Female",40," United-States"," <=50K",0
40," Private",149102," HS-grad",9," Married-spouse-absent"," Handlers-cleaners"," Not-in-family"," White"," Male",60," Poland"," <=50K",0
23," Private",146499," HS-grad",9," Separated"," Machine-op-inspct"," Unmarried"," White"," Female",48," United-States"," <=50K",0
59," Private",196482," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K",0
49," Private",94638," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K",0
56," Private",109015," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",50," United-States"," >50K",1
23," Private",449432," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," United-States"," <=50K",0
50," Self-emp-not-inc",30653," Masters",14," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",98," United-States"," <=50K",0
19," Private",285263," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," United-States"," <=50K",0
53," Self-emp-not-inc",174102," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," Greece"," >50K",1
27," Private",93021," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Other"," Female",40," United-States"," <=50K",0
45," Private",204057," Bachelors",13," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," Germany"," <=50K",0
36," Private",187167," Assoc-acdm",12," Married-civ-spouse"," Sales"," Wife"," White"," Female",40," United-States"," <=50K",0
48," Private",216093," Bachelors",13," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
62," Private",84756," 9th",5," Married-civ-spouse"," Other-service"," Husband"," White"," Male",35," United-States"," <=50K",0
37," Private",240837," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",30," United-States"," <=50K",0
42," Private",222884," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",55," United-States"," >50K",1
47," Private",176140," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",40," United-States"," >50K",1
64," Local-gov",164876," HS-grad",9," Divorced"," Transport-moving"," Unmarried"," White"," Male",20," United-States"," <=50K",0
43," Private",223277," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
36," Self-emp-inc",487085," 7th-8th",4," Never-married"," Craft-repair"," Unmarried"," Black"," Male",40," United-States"," <=50K",0
48," Private",413363," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
51," Private",138852," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," El-Salvador"," >50K",1
37," Federal-gov",187046," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
30," Private",96287," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",45," United-States"," <=50K",0
35," Private",334999," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," <=50K",0
36," Private",175643," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",35," United-States"," <=50K",0
56," Private",124137," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",41," United-States"," <=50K",0
38," Private",33887," HS-grad",9," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",40," United-States"," <=50K",0
46," Private",174426," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
24," Private",432376," Bachelors",13," Never-married"," Sales"," Other-relative"," White"," Male",40," United-States"," <=50K",0
23," Local-gov",496382," Some-college",10," Married-spouse-absent"," Adm-clerical"," Own-child"," White"," Female",40," Guatemala"," <=50K",0
